CGPA,Department,Python,Java,WebDev,DataAnalysis,MachineLearning,CyberSecurity,Networking,DatabaseManagement,UIUX,LabSkills,Research,Teaching,ProjectManagement,Communication,Marketing,FinancialAnalysis,GIS,CriticalThinking,Internship,Career,EmployabilityScore
4.22,Marketing,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,Business Analyst,84
3.85,Statistics,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,Actuary,89
3.24,Political Science,0,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,Policy Analyst,76
2.59,Geography & Planning,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,GIS Specialist,45
2.55,Microbiology,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,Public Health Officer,53
4.18,Data Science,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,AI Engineer,90
3.01,Mathematics,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Actuary,68
2.46,Chemistry,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Research Scientist,55
3.02,English Studies,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,Content Strategist,58
2.88,Information Systems,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Data Analyst,67
4.83,Agriculture,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Environmental Officer,91
3.78,Criminology,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,Cybersecurity Analyst,93
2.25,Statistics,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,Research Scientist,64
4.2,Statistics,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,Research Scientist,78
4.03,Computer Science,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,AI Engineer,90
3.24,Information Systems,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Software Developer,69
3.86,Business Administration,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,Marketing Specialist,81
3.74,Education & English,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Content Writer,63
3.0,Physics,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Research Scientist,66
4.09,Education & Biology,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Teacher,71
3.04,English Studies,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Legal Researcher,58
3.54,Law,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,Lawyer,74
2.45,Biochemistry,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,Chemist,58
3.85,Education & Mathematics,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,Curriculum Developer,83
3.28,Physics,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,Research Scientist,81
4.37,Physics,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,Research Scientist,100
3.58,Economics,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Policy Analyst,67
3.49,Business Administration,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,Project Manager,69
2.73,Education & Mathematics,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,Curriculum Developer,69
3.17,Estate Management,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,Property Manager,61
3.21,Geography & Planning,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,GIS Specialist,72
3.46,Geography & Planning,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,GIS Specialist,82
3.11,Sociology,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,Social Analyst,67
3.51,Information Systems,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,System Analyst,80
3.44,Biology,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,Research Scientist,78
3.65,English Studies,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,Content Writer,64
4.87,Guidance & Counselling,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,Counsellor,93
3.65,English Studies,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,Content Writer,83
3.3,Political Science,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,Policy Analyst,54
4.63,Data Science,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,Data Analyst,96
3.4,Accounting,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Auditor,62
3.19,Education & English,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,Content Writer,65
4.44,Biology,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,Environmental Officer,88
3.18,Fisheries,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,Environmental Officer,54
3.06,Accounting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Accountant,48
3.36,Banking & Finance,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,Investment Analyst,82
2.66,Physics,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,Data Analyst,64
3.74,Mass Communication,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,Content Writer,75
3.5,Biochemistry,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Lab Scientist,65
2.66,Physics,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,Research Scientist,61
3.47,Software Engineering,1,1,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,System Analyst,92
3.53,Agriculture,0,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,Environmental Officer,77
3.71,Economics,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Policy Analyst,78
4.07,Marketing,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,Business Analyst,93
4.29,Biology,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,Research Scientist,80
3.68,Microbiology,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,Research Scientist,90
3.48,Agriculture,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,Environmental Officer,77
3.5,Business Administration,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,Business Analyst,89
2.52,Accounting,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,Auditor,68
4.43,Law,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,Policy Analyst,95
4.27,Business Administration,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,Project Manager,81
4.3,Agriculture,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,Research Scientist,89
2.81,Microbiology,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Lab Scientist,58
4.31,Data Science,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,AI Engineer,100
3.26,Cyber Security,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,System Analyst,78
4.45,Education & English,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,Teacher,94
2.55,English Studies,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,Content Strategist,65
3.67,Education & English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Content Writer,58
3.5,Forestry,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,Environmental Officer,82
3.64,Physics,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,Data Analyst,81
2.97,Geography & Planning,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,Policy Analyst,70
3.85,Political Science,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,Policy Analyst,84
3.32,Guidance & Counselling,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,Counsellor,73
3.57,Estate Management,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,Property Manager,78
2.29,Cyber Security,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,Security Analyst,50
3.3,Physics,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Lab Scientist,66
3.15,Education & English,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Content Writer,58
2.17,Cyber Security,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,Cybersecurity Analyst,52
4.83,Estate Management,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,GIS Specialist,86
3.25,Education & English,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Teacher,61
3.22,English Studies,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,Legal Researcher,70
4.32,Cyber Security,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,Security Analyst,82
3.31,Biology,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,Environmental Officer,69
2.63,Psychology,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Social Analyst,58
4.12,Statistics,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,Data Analyst,87
3.58,Microbiology,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,Research Scientist,80
3.99,Physics,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,Data Analyst,86
4.63,Chemistry,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,Lab Scientist,91
3.6,Biochemistry,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,Lab Scientist,79
3.09,Estate Management,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,GIS Specialist,67
3.22,Business Administration,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,Marketing Specialist,71
3.97,Microbiology,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,Research Scientist,88
4.49,Banking & Finance,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,Financial Analyst,94
4.07,Sociology,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,Policy Analyst,92
2.77,Banking & Finance,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,Investment Analyst,74
3.7,Education & English,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,Teacher,81
3.37,Education & Biology,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,Research Scientist,72
3.06,Mass Communication,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Content Writer,65
2.33,Law,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,Policy Analyst,68
2.4,Marketing,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,Content Strategist,62
3.75,Banking & Finance,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,Accountant,72
3.21,Forestry,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,GIS Specialist,61
4.39,Guidance & Counselling,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,Social Analyst,77
3.95,Forestry,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Agricultural Officer,73
4.86,Psychology,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,Social Analyst,95
3.51,Chemistry,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Lab Scientist,88
4.31,Microbiology,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,Public Health Officer,75
3.86,Education & Biology,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,Lab Scientist,72
3.74,Psychology,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Social Analyst,67
3.99,Political Science,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,Policy Analyst,83
3.27,Computer Science,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,AI Engineer,79
2.63,Computer Science,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,Data Scientist,68
3.04,Statistics,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,Research Scientist,73
2.72,Law,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Legal Researcher,51
3.26,Cyber Security,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,System Analyst,72
3.2,Chemistry,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,Chemist,66
3.52,English Studies,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,Content Strategist,68
3.27,Accounting,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,Financial Analyst,75
3.76,Biochemistry,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,Research Scientist,81
3.22,Education & Biology,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,Research Scientist,68
3.32,Criminology,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,Cybersecurity Analyst,61
4.37,Estate Management,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,Property Manager,80
3.66,Computer Science,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,AI Engineer,87
3.45,Data Science,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,AI Engineer,95
2.85,Accounting,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Auditor,57
2.93,Education & Biology,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,Research Scientist,73
2.64,Fisheries,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,Environmental Officer,50
3.8,Sociology,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,Policy Analyst,69
2.51,Political Science,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,Policy Analyst,63
3.09,Psychology,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Research Scientist,66
2.63,Biology,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,Environmental Officer,48
2.73,Chemistry,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,Research Scientist,68
3.79,Education & English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,Curriculum Developer,75
3.23,Chemistry,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,Lab Scientist,63
3.16,Geography & Planning,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,GIS Specialist,79
2.61,Business Administration,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,Marketing Specialist,64
3.35,Computer Science,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,Software Developer,83
3.66,Data Science,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,Data Analyst,78
3.92,Business Administration,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,Business Analyst,76
3.73,Geography & Planning,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,GIS Specialist,69
2.78,Forestry,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Agricultural Officer,60
3.98,Political Science,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,Lawyer,77
3.82,Sociology,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,Social Analyst,85
3.99,Economics,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,0,Economist,82
3.73,Education & Biology,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,Research Scientist,82
2.42,Economics,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Policy Analyst,43
3.52,Statistics,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,Research Scientist,82
3.69,Marketing,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,Business Analyst,86
2.82,Geography & Planning,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,Policy Analyst,62
3.5,Business Administration,1,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,Project Manager,83
4.0,Fisheries,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,Environmental Officer,86
4.45,Software Engineering,1,0,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,AI Engineer,111
3.68,Software Engineering,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,AI Engineer,98
3.74,Business Administration,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,Project Manager,74
3.54,Mathematics,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,Data Analyst,80
4.49,Computer Science,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,AI Engineer,110
4.67,Business Administration,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,Marketing Specialist,107
4.71,Business Administration,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,Business Analyst,111
3.83,Chemistry,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,Chemist,69
4.0,Geography & Planning,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,Environmental Officer,79
3.61,Law,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,Policy Analyst,68
4.09,History & International Studies,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,Legal Researcher,85
3.34,Marketing,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,Marketing Specialist,73
3.6,Law,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Legal Researcher,68
3.88,Mass Communication,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,Marketing Specialist,83
3.84,Biology,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Environmental Officer,73
3.57,Education & Mathematics,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,Teacher,71
3.2,Political Science,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,Lawyer,74
2.66,Criminology,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,Security Analyst,65
4.76,Biology,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,Research Scientist,101
4.34,Estate Management,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,Financial Analyst,95
3.6,Education & Biology,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,Teacher,70
3.24,Physics,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,Research Scientist,72
3.63,Fisheries,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,Research Scientist,78
4.35,Biochemistry,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,Research Scientist,94
2.22,Statistics,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,Research Scientist,75
4.85,English Studies,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,Legal Researcher,88
2.81,Banking & Finance,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,Accountant,57
3.93,Computer Science,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,Data Scientist,91
4.46,Computer Science,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,Data Scientist,100
2.73,Business Administration,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Project Manager,54
2.96,Chemistry,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Lab Scientist,52
3.8,Education & Biology,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,Research Scientist,89
2.75,Biology,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,Environmental Officer,55
2.93,Forestry,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,Agricultural Officer,58
3.36,Psychology,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,Social Analyst,78
2.76,Psychology,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,Social Analyst,62
3.87,Mathematics,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,Actuary,79
3.32,Fisheries,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,Fishery Officer,63
3.36,Computer Science,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,Software Developer,81
2.94,Mass Communication,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,Marketing Specialist,61
2.58,Sociology,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,Research Scientist,66
2.49,Accounting,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,Financial Analyst,58
3.81,Guidance & Counselling,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,Counsellor,81
3.57,Estate Management,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,GIS Specialist,69
2.49,Forestry,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Agricultural Officer,41
2.99,Guidance & Counselling,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,Teacher,63
2.78,Estate Management,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,Property Manager,58
3.0,Biochemistry,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,Chemist,68
2.62,Education & Biology,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,Research Scientist,57
3.32,Accounting,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,Financial Analyst,84
2.75,Physics,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,1,0,Research Scientist,64
3.36,Physics,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Lab Scientist,76
3.57,Computer Science,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,Data Scientist,92
2.54,Biochemistry,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,Lab Scientist,60
3.11,Agriculture,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,Research Scientist,75
3.27,Software Engineering,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,System Analyst,75
2.94,Chemistry,0,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,Research Scientist,68
3.57,Data Science,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,Data Scientist,86
3.22,Sociology,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,Social Analyst,64
2.49,Software Engineering,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,AI Engineer,64
2.78,Geography & Planning,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,GIS Specialist,63
3.81,Mathematics,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,Actuary,87
3.01,Cyber Security,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,1,Security Analyst,83
4.06,Estate Management,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,Property Manager,80
2.51,Agriculture,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,Agricultural Officer,50
3.2,Geography & Planning,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,GIS Specialist,64
3.73,Software Engineering,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Software Developer,81
3.69,Biology,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,Lab Scientist,73
3.66,Accounting,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,Accountant,85
3.31,Education & Biology,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,Research Scientist,56
3.45,Geography & Planning,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Policy Analyst,68
4.28,Biology,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,Research Scientist,91
2.67,Geography & Planning,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,GIS Specialist,61
4.24,Guidance & Counselling,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,Teacher,78
3.21,Education & English,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,Teacher,78
3.29,Estate Management,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,Property Manager,65
2.44,Education & Mathematics,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,Data Analyst,73
4.72,English Studies,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,Content Writer,93
4.27,Criminology,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,Cybersecurity Analyst,94
4.11,Chemistry,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,Chemist,85
4.0,Sociology,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,Policy Analyst,87
4.04,Criminology,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,Security Analyst,83
3.78,Chemistry,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,Research Scientist,96
3.92,Criminology,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,Security Analyst,81
3.5,English Studies,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,Content Writer,75
2.76,Fisheries,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,Research Scientist,65
2.63,Law,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,Lawyer,51
3.52,Marketing,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,Marketing Specialist,87
3.86,Education & Mathematics,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,Curriculum Developer,81
4.59,Geography & Planning,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,Environmental Officer,82
3.27,Economics,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,Financial Analyst,68
3.78,Software Engineering,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,1,1,AI Engineer,92
